airline_name,airline_code,airport_name,city,country,iata_code,flight_number,origin_city,destination_city,departure,arrival,base_price,total_seats,available_seats,duration_mins
SkyWays,SW,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,SW640,Kolkata,Ahmedabad,2026-12-31 12:00:00,2026-12-31 13:45:00,6615,190,120,105
TransIndia,TI,Kempegowda International,Bangalore,India,BLR,TI416,Bangalore,Hyderabad,2026-12-01 10:15:00,2026-12-01 13:00:00,5155,190,185,165
TransIndia,TI,Goa International,Goa,India,GOI,TI357,Goa,Mumbai,2026-12-30 16:15:00,2026-12-30 17:30:00,5949,180,180,75
AeroExpress,AE,Cochin International,Kochi,India,COK,AE201,Kochi,Pune,2026-12-31 14:15:00,2026-12-31 15:15:00,2348,180,163,60
TransIndia,TI,Chhatrapati Shivaji International,Mumbai,India,BOM,TI101,Mumbai,Goa,2026-12-12 15:15:00,2026-12-12 17:30:00,3517,190,188,135
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA943,Mumbai,Goa,2026-12-29 13:00:00,2026-12-29 14:45:00,4375,190,176,105
AeroExpress,AE,Cochin International,Kochi,India,COK,AE667,Kochi,Hyderabad,2026-12-09 05:15:00,2026-12-09 08:00:00,8867,200,137,165
SkyWays,SW,Chhatrapati Shivaji International,Mumbai,India,BOM,SW952,Mumbai,Bangalore,2026-12-10 12:30:00,2026-12-10 14:30:00,5240,190,182,120
CloudJet,CJ,Pune International,Pune,India,PUN,CJ154,Pune,Goa,2026-12-11 05:00:00,2026-12-11 07:30:00,2717,200,144,150
CloudJet,CJ,Pune International,Pune,India,PUN,CJ672,Pune,New Delhi,2026-12-15 12:30:00,2026-12-15 15:00:00,8664,200,169,150
SkyWays,SW,Cochin International,Kochi,India,COK,SW470,Kochi,Goa,2026-12-15 18:15:00,2026-12-15 21:15:00,7824,200,144,180
TransIndia,TI,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,TI531,Kolkata,Pune,2026-12-09 12:45:00,2026-12-09 14:30:00,7892,190,165,105
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA907,Mumbai,Ahmedabad,2026-12-22 19:15:00,2026-12-22 21:00:00,7048,170,164,105
TransIndia,TI,Chennai International,Chennai,India,MAA,TI155,Chennai,Hyderabad,2026-12-21 08:45:00,2026-12-21 11:15:00,6160,150,105,150
SkyWays,SW,Chhatrapati Shivaji International,Mumbai,India,BOM,SW801,Mumbai,Goa,2026-12-01 07:30:00,2026-12-01 09:30:00,4713,150,122,120
TransIndia,TI,Indira Gandhi International,New Delhi,India,DEL,TI580,New Delhi,Mumbai,2026-12-10 05:30:00,2026-12-10 07:45:00,8158,160,139,135
TransIndia,TI,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,TI158,Kolkata,Kochi,2026-12-13 16:45:00,2026-12-13 17:45:00,2008,160,84,60
SkyWays,SW,Pune International,Pune,India,PUN,SW613,Pune,Mumbai,2026-12-24 14:15:00,2026-12-24 17:15:00,7877,180,136,180
CloudJet,CJ,Chennai International,Chennai,India,MAA,CJ252,Chennai,Kolkata,2026-12-17 10:30:00,2026-12-17 11:45:00,4983,150,93,75
CloudJet,CJ,Goa International,Goa,India,GOI,CJ367,Goa,Bangalore,2026-12-31 05:15:00,2026-12-31 06:45:00,8755,160,88,90
CloudJet,CJ,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,CJ546,Kolkata,Mumbai,2026-12-05 13:00:00,2026-12-05 14:15:00,8646,170,111,75
